X,Y,Z,id,PathID,Date,Time,HeartBeat
-4751.810946,6682484.241,0,1,5,11/4/2018,11:15:00,70
-4726.038035,6682520.323,0,2,5,11/4/2018,11:17:00,73
-4684.801288,6682540.942,0,3,5,11/4/2018,11:19:00,9
-4653.873839,6682577.022,0,4,5,11/4/2018,11:21:00,70
-4622.94639,6682592.486,0,5,5,11/4/2018,11:23:00,53
-4571.400568,6682628.569,0,6,5,11/4/2018,11:25:00,47
-4525.009283,6682674.961,0,7,5,11/4/2018,11:27:00,94
-4483.772648,6682695.578,0,8,5,11/4/2018,11:29:00,94
-4437.381363,6682731.661,0,9,5,11/4/2018,11:31:00,9
-4401.299377,6682767.743,0,10,5,11/4/2018,11:33:00,90
-4354.908092,6682798.67,0,11,5,11/4/2018,11:35:00,26
-4293.053083,6682845.061,0,12,5,11/4/2018,11:37:00,17
-4231.198185,6682886.298,0,13,5,11/4/2018,11:39:00,100
-4195.116087,6682912.071,0,14,5,11/4/2018,11:41:00,5
-4169.343176,6682963.618,0,15,5,11/4/2018,11:43:00,68
-4164.188639,6682979.08,0,16,5,11/4/2018,11:45:00,12
-4164.188639,6683010.008,0,17,5,11/4/2018,11:47:00,3
-4143.570265,6683046.091,0,18,5,11/4/2018,11:49:00,9
-4107.488167,6683056.399,0,19,5,11/4/2018,11:51:00,73
-4102.33363,6682989.39,0,20,5,11/4/2018,11:53:00,10
-4076.560718,6682994.545,0,21,5,11/4/2018,11:55:00,72
-4014.705709,6683040.936,0,22,5,11/4/2018,11:57:00,60
-3921.923252,6683092.482,0,23,5,11/4/2018,11:59:00,72
-3844.604518,6683169.8,0,24,5,11/4/2018,12:01:00,88
-3762.131247,6683216.191,0,25,5,11/4/2018,12:03:00,70
-3689.967051,6683283.2,0,26,5,11/4/2018,12:05:00,2
-3622.957504,6683334.746,0,27,5,11/4/2018,12:07:00,91
-3566.257144,6683381.139,0,28,5,11/4/2018,12:09:00,24
-3514.711322,6683417.22,0,29,5,11/4/2018,12:11:00,11
-3468.320038,6683458.458,0,30,5,11/4/2018,12:13:00,78
-3411.619678,6683504.847,0,31,5,11/4/2018,12:15:00,81
-3365.228393,6683546.084,0,32,5,11/4/2018,12:17:00,39
-3303.373495,6683587.321,0,33,5,11/4/2018,12:19:00,92
-3220.900113,6683628.558,0,34,5,11/4/2018,12:21:00,28
-3159.045215,6683674.949,0,35,5,11/4/2018,12:23:00,60
-3107.499393,6683700.722,0,36,5,11/4/2018,12:25:00,40
-3066.262757,6683726.495,0,37,5,11/4/2018,12:27:00,77
-2999.253099,6683783.196,0,38,5,11/4/2018,12:29:00,82
-2947.707277,6683824.432,0,39,5,11/4/2018,12:31:00,87
-2880.69773,6683870.824,0,40,5,11/4/2018,12:33:00,75
-2823.99737,6683922.37,0,41,5,11/4/2018,12:35:00,95
-2813.688184,6683942.988,0,42,5,11/4/2018,12:37:00,88
-2736.36945,6683999.688,0,43,5,11/4/2018,12:39:00,27
-2669.359903,6684066.698,0,44,5,11/4/2018,12:41:00,61
-2638.432455,6684097.625,0,45,5,11/4/2018,12:43:00,82
-2602.350357,6684123.398,0,46,5,11/4/2018,12:45:00,70
-2561.113721,6684154.326,0,47,5,11/4/2018,12:47:00,49
-2504.413361,6684190.407,0,48,5,11/4/2018,12:49:00,16
-2442.558352,6684262.572,0,49,5,11/4/2018,12:51:00,9
-2437.403703,6684308.963,0,50,5,11/4/2018,12:53:00,83
-2458.022076,6684437.827,0,51,5,11/4/2018,12:55:00,52
-2473.485801,6684504.837,0,52,5,11/4/2018,12:57:00,16
-2488.949525,6684592.465,0,53,5,11/4/2018,12:59:00,57
-2519.877085,6684659.474,0,54,5,11/4/2018,13:01:00,98
-2566.268259,6684741.947,0,55,5,11/4/2018,13:03:00,42
-2597.195819,6684767.72,0,56,5,11/4/2018,13:05:00,32
-2628.123268,6684829.575,0,57,5,11/4/2018,13:07:00,90
-2648.741641,6684865.658,0,58,5,11/4/2018,13:09:00,46
-2710.596539,6684922.358,0,59,5,11/4/2018,13:11:00,87
-2767.29701,6684958.44,0,60,5,11/4/2018,13:13:00,68
-2787.915272,6684989.368,0,61,5,11/4/2018,13:15:00,33
-2823.99737,6685020.295,0,62,5,11/4/2018,13:17:00,73
-2834.306557,6685066.687,0,63,5,11/4/2018,13:19:00,22
-2860.079468,6685092.459,0,64,5,11/4/2018,13:21:00,47
-2891.006917,6685154.314,0,65,5,11/4/2018,13:23:00,79
-2906.470641,6685174.932,0,66,5,11/4/2018,13:25:00,31
-2952.861926,6685221.323,0,67,5,11/4/2018,13:27:00,80
-2973.480188,6685241.941,0,68,5,11/4/2018,13:29:00,21
-2968.32565,6685211.014,0,69,5,11/4/2018,13:31:00,29
-2937.398202,6685154.314,0,70,5,11/4/2018,13:33:00,10
-2911.62529,6685107.922,0,71,5,11/4/2018,13:35:00,48
-2880.69773,6685082.15,0,72,5,11/4/2018,13:37:00,35
-2854.924819,6685035.758,0,73,5,11/4/2018,13:39:00,53
-2772.451548,6684948.132,0,74,5,11/4/2018,13:41:00,30
-2756.987824,6684932.667,0,75,5,11/4/2018,13:43:00,73
-2787.915272,6684989.368,0,76,5,11/4/2018,13:45:00,85
-2829.151908,6685015.14,0,77,5,11/4/2018,13:47:00,67
-2684.823628,6684850.194,0,78,5,11/4/2018,13:49:00,50
-2659.050717,6684788.339,0,79,5,11/4/2018,13:51:00,89
-2622.96873,6684752.257,0,80,5,11/4/2018,13:53:00,49
-2550.804534,6684711.02,0,81,5,11/4/2018,13:55:00,9
-2540.495348,6684674.938,0,82,5,11/4/2018,13:57:00,87
-2519.877085,6684638.856,0,83,5,11/4/2018,13:59:00,84
-2509.567899,6684592.465,0,84,5,11/4/2018,14:01:00,37
-2504.413361,6684556.382,0,85,5,11/4/2018,14:03:00,77
-2494.104174,6684515.146,0,86,5,11/4/2018,14:05:00,64
-2483.794988,6684463.6,0,87,5,11/4/2018,14:07:00,11
-2463.176614,6684406.9,0,88,5,11/4/2018,14:09:00,24
-2447.71289,6684345.044,0,89,5,11/4/2018,14:11:00,60
-2437.403703,6684308.963,0,90,5,11/4/2018,14:13:00,54
-2442.558352,6684252.263,0,91,5,11/4/2018,14:15:00,74
-2473.485801,6684241.953,0,92,5,11/4/2018,14:17:00,34
-2494.104174,6684216.18,0,93,5,11/4/2018,14:19:00,45
-2550.804534,6684195.562,0,94,5,11/4/2018,14:21:00,80
-2597.195819,6684144.017,0,95,5,11/4/2018,14:23:00,76
-2628.123268,6684118.244,0,96,5,11/4/2018,14:25:00,87
-2597.195819,6684066.698,0,97,5,11/4/2018,14:27:00,62
-2571.422908,6684040.924,0,98,5,11/4/2018,14:29:00,58
-2535.34081,6683999.688,0,99,5,11/4/2018,14:31:00,9
-2488.949525,6684077.006,0,100,5,11/4/2018,14:33:00,19
-2427.094628,6684107.934,0,101,5,11/4/2018,14:35:00,94
-2406.476254,6684118.244,0,102,5,11/4/2018,14:37:00,74
-2385.857992,6684149.17,0,103,5,11/4/2018,14:39:00,87
-2365.239619,6684154.326,0,104,5,11/4/2018,14:41:00,95
-2391.01253,6684190.407,0,105,5,11/4/2018,14:43:00,22
-2416.785441,6684180.099,0,106,5,11/4/2018,14:45:00,82
-2432.249165,6684144.017,0,107,5,11/4/2018,14:47:00,57
-2411.630792,6684133.707,0,108,5,11/4/2018,14:49:00,94
-2391.01253,6684128.553,0,109,5,11/4/2018,14:51:00,59
-2365.239619,6684133.707,0,110,5,11/4/2018,14:53:00,90
-2365.239619,6684097.625,0,111,5,11/4/2018,14:55:00,63
-2365.239619,6684061.543,0,112,5,11/4/2018,14:57:00,2
-2360.085081,6684004.842,0,113,5,11/4/2018,14:59:00,23
-2354.930432,6683948.142,0,114,5,11/4/2018,15:01:00,15
-2344.621245,6683870.824,0,115,5,11/4/2018,15:03:00,25
-2354.930432,6683803.814,0,116,5,11/4/2018,15:05:00,58
-2365.239619,6683736.804,0,117,5,11/4/2018,15:07:00,93
-2354.930432,6683649.176,0,118,5,11/4/2018,15:09:00,91
-2354.930432,6683607.94,0,119,5,11/4/2018,15:11:00,81
-2354.930432,6683587.321,0,120,5,11/4/2018,15:13:00,65
-2365.239619,6683535.775,0,121,5,11/4/2018,15:15:00,57
-2365.239619,6683499.694,0,122,5,11/4/2018,15:17:00,12
-2385.857992,6683442.994,0,123,5,11/4/2018,15:19:00,13
-2396.167067,6683396.602,0,124,5,11/4/2018,15:21:00,3
-2396.167067,6683365.675,0,125,5,11/4/2018,15:23:00,67
-2396.167067,6683293.51,0,126,5,11/4/2018,15:25:00,2
-2391.01253,6683272.892,0,127,5,11/4/2018,15:27:00,68
