X,Y,Z,id,PathID,Date,Time,HeartBeat
-4705.419661,6682437.85,0,1,4,11/4/2018,12:21:15,49
-4648.719301,6682468.777,0,2,4,11/4/2018,12:21:30,43
-4607.482554,6682510.014,0,3,4,11/4/2018,12:21:45,16
-4571.400568,6682540.942,0,4,4,11/4/2018,12:22:00,28
-4525.009283,6682577.022,0,5,4,11/4/2018,12:22:15,96
-4468.308923,6682607.95,0,6,4,11/4/2018,12:22:30,60
-4416.763101,6682633.724,0,7,4,11/4/2018,12:22:45,90
-4365.217279,6682685.269,0,8,4,11/4/2018,12:23:00,58
-4334.28983,6682716.197,0,9,4,11/4/2018,12:23:15,95
-4287.898545,6682741.969,0,10,4,11/4/2018,12:23:30,69
-4231.198185,6682783.207,0,11,4,11/4/2018,12:23:45,12
-4184.806901,6682819.289,0,12,4,11/4/2018,12:24:00,18
-4143.570265,6682845.061,0,13,4,11/4/2018,12:24:15,67
-4097.178981,6682886.298,0,14,4,11/4/2018,12:24:30,99
-4050.787807,6682912.071,0,15,4,11/4/2018,12:24:45,38
-3983.778261,6682953.308,0,16,4,11/4/2018,12:25:00,80
-3937.386976,6682999.698,0,17,4,11/4/2018,12:25:15,41
-3906.459527,6683025.471,0,18,4,11/4/2018,12:25:30,92
-3865.222892,6683061.554,0,19,4,11/4/2018,12:25:45,26
-3782.749509,6683107.945,0,20,4,11/4/2018,12:26:00,8
-3751.82206,6683138.873,0,21,4,11/4/2018,12:26:15,94
-3664.19414,6683190.418,0,22,4,11/4/2018,12:26:30,59
-3592.030056,6683231.655,0,23,4,11/4/2018,12:26:45,22
-3545.638771,6683267.737,0,24,4,11/4/2018,12:27:00,65
-3499.247598,6683303.819,0,25,4,11/4/2018,12:27:15,56
-3468.320038,6683339.901,0,26,4,11/4/2018,12:27:30,1
-3411.619678,6683381.139,0,27,4,11/4/2018,12:27:45,78
-3360.073855,6683417.22,0,28,4,11/4/2018,12:28:00,80
-3303.373495,6683453.302,0,29,4,11/4/2018,12:28:15,75
-3251.827673,6683494.539,0,30,4,11/4/2018,12:28:30,89
-3189.972664,6683556.395,0,31,4,11/4/2018,12:28:45,31
-3164.199753,6683613.094,0,32,4,11/4/2018,12:29:00,23
-3117.80858,6683654.331,0,33,4,11/4/2018,12:29:15,90
-3061.108108,6683680.104,0,34,4,11/4/2018,12:29:30,3
-3019.871473,6683711.031,0,35,4,11/4/2018,12:29:45,37
-2978.634837,6683741.96,0,36,4,11/4/2018,12:30:00,48
-2901.316104,6683803.814,0,37,4,11/4/2018,12:30:15,41
-2854.924819,6683829.587,0,38,4,11/4/2018,12:30:30,91
-2803.378997,6683870.824,0,39,4,11/4/2018,12:30:45,73
-2731.214912,6683937.833,0,40,4,11/4/2018,12:31:00,98
-2674.514552,6683973.914,0,41,4,11/4/2018,12:31:15,27
-2633.277805,6683999.688,0,42,4,11/4/2018,12:31:30,48
-2566.268259,6684051.233,0,43,4,11/4/2018,12:31:45,82
-2576.577445,6684144.017,0,44,4,11/4/2018,12:32:00,7
-2545.649997,6684190.407,0,45,4,11/4/2018,12:32:15,1
-2483.794988,6684216.18,0,46,4,11/4/2018,12:32:30,80
-2442.558352,6684262.572,0,47,4,11/4/2018,12:32:45,61
-2427.094628,6684319.273,0,48,4,11/4/2018,12:33:00,74
-2447.71289,6684370.818,0,49,4,11/4/2018,12:33:15,40
-2463.176614,6684412.054,0,50,4,11/4/2018,12:33:30,7
-2504.413361,6684432.673,0,51,4,11/4/2018,12:33:45,26
-2488.949525,6684386.282,0,52,4,11/4/2018,12:34:00,20
-2473.485801,6684350.2,0,53,4,11/4/2018,12:34:15,17
-2463.176614,6684324.427,0,54,4,11/4/2018,12:34:30,31
-2452.867539,6684288.344,0,55,4,11/4/2018,12:34:45,96
-2478.64045,6684257.416,0,56,4,11/4/2018,12:35:00,84
-2525.031623,6684211.026,0,57,4,11/4/2018,12:35:15,48
-2607.504894,6684154.326,0,58,4,11/4/2018,12:35:30,17
-2612.659543,6684138.861,0,59,4,11/4/2018,12:35:45,5
-2561.113721,6684185.253,0,60,4,11/4/2018,12:36:00,43
-2586.886632,6684087.315,0,61,4,11/4/2018,12:36:15,3
-2550.804534,6684030.615,0,62,4,11/4/2018,12:36:30,11
-2509.567899,6684071.852,0,63,4,11/4/2018,12:36:45,42
-2447.71289,6684107.934,0,64,4,11/4/2018,12:37:00,40
-2396.167067,6684144.017,0,65,4,11/4/2018,12:37:15,94
-2370.394156,6684164.634,0,66,4,11/4/2018,12:37:30,28
-2354.930432,6684030.615,0,67,4,11/4/2018,12:37:45,22
-2360.085081,6683716.186,0,68,4,11/4/2018,12:38:00,69
-2360.085081,6683654.331,0,69,4,11/4/2018,12:38:15,58
-2360.085081,6683607.94,0,70,4,11/4/2018,12:38:30,8
-2365.239619,6683566.703,0,71,4,11/4/2018,12:38:45,20
-2370.394156,6683510.003,0,72,4,11/4/2018,12:39:00,27
-2380.703343,6683468.766,0,73,4,11/4/2018,12:39:15,94
-2396.167067,6683406.911,0,74,4,11/4/2018,12:39:30,86
-2401.321716,6683360.52,0,75,4,11/4/2018,12:39:45,47
-2401.321716,6683278.047,0,76,4,11/4/2018,12:40:00,42
