X,Y,Z,id,PathID,Date,Time,HeartBeat
-4777.583857,6682515.169,0,2,3,11/4/2018,13:21:30,30
-4674.492213,6682571.87,0,3,3,11/4/2018,13:21:45,5
-4648.719301,6682602.796,0,4,3,11/4/2018,13:22:00,77
-4602.328017,6682623.414,0,5,3,11/4/2018,13:22:15,28
-4555.936844,6682664.652,0,6,3,11/4/2018,13:22:30,52
-4478.61811,6682721.352,0,7,3,11/4/2018,13:22:45,66
-4442.536012,6682747.124,0,8,3,11/4/2018,13:23:00,77
-4401.299377,6682783.207,0,9,3,11/4/2018,13:23:15,71
-4344.598905,6682824.444,0,10,3,11/4/2018,13:23:30,21
-4267.280172,6682860.526,0,11,3,11/4/2018,13:23:45,74
-4195.116087,6682922.38,0,12,3,11/4/2018,13:24:00,38
-4169.343176,6682953.308,0,13,3,11/4/2018,13:24:15,54
-4092.024443,6682989.39,0,14,3,11/4/2018,13:24:30,35
-4019.860358,6683051.246,0,15,3,11/4/2018,13:24:45,47
-3988.932798,6683071.864,0,16,3,11/4/2018,13:25:00,26
-3937.386976,6683113.1,0,17,3,11/4/2018,13:25:15,51
-3896.15034,6683149.181,0,18,3,11/4/2018,13:25:30,6
-3880.686616,6683174.955,0,19,3,11/4/2018,13:25:45,60
-3860.068243,6683185.265,0,20,3,11/4/2018,13:26:00,65
-3839.44998,6683195.573,0,21,3,11/4/2018,13:26:15,76
-3829.140794,6683205.883,0,22,3,11/4/2018,13:26:30,42
-3808.52242,6683205.883,0,23,3,11/4/2018,13:26:45,44
-3808.52242,6683216.191,0,24,3,11/4/2018,13:27:00,18
-3813.677069,6683226.5,0,25,3,11/4/2018,13:27:15,52
-3782.749509,6683241.965,0,26,3,11/4/2018,13:27:30,40
-3746.667523,6683257.428,0,27,3,11/4/2018,13:27:45,35
-3679.657976,6683303.819,0,28,3,11/4/2018,13:28:00,50
-3643.575878,6683339.901,0,29,3,11/4/2018,13:28:15,96
-3607.49378,6683360.52,0,30,3,11/4/2018,13:28:30,57
-3550.79342,6683417.22,0,31,3,11/4/2018,13:28:45,13
-3478.629224,6683473.921,0,32,3,11/4/2018,13:29:00,23
-3406.46514,6683504.847,0,33,3,11/4/2018,13:29:15,94
-3370.383042,6683535.775,0,34,3,11/4/2018,13:29:30,82
-3298.218846,6683571.857,0,35,3,11/4/2018,13:29:45,3
-3246.673024,6683618.249,0,36,3,11/4/2018,13:30:00,5
-3205.436388,6683649.176,0,37,3,11/4/2018,13:30:15,7
-3164.199753,6683695.568,0,38,3,11/4/2018,13:30:30,29
-3092.035668,6683757.422,0,39,3,11/4/2018,13:30:45,72
-3061.108108,6683778.04,0,40,3,11/4/2018,13:31:00,59
-3009.562286,6683808.969,0,41,3,11/4/2018,13:31:15,56
-2937.398202,6683845.05,0,42,3,11/4/2018,13:31:30,99
-2906.470641,6683870.824,0,43,3,11/4/2018,13:31:45,93
-2834.306557,6683932.679,0,44,3,11/4/2018,13:32:00,85
-2762.142361,6683994.533,0,45,3,11/4/2018,13:32:15,20
-2710.596539,6684035.77,0,46,3,11/4/2018,13:32:30,67
-2659.050717,6684092.471,0,47,3,11/4/2018,13:32:45,62
-2612.659543,6684138.861,0,48,3,11/4/2018,13:33:00,82
-2566.268259,6684164.634,0,49,3,11/4/2018,13:33:15,90
-2514.722436,6684190.407,0,50,3,11/4/2018,13:33:30,16
-2478.64045,6684247.109,0,51,3,11/4/2018,13:33:45,17
-2452.867539,6684288.344,0,52,3,11/4/2018,13:34:00,88
-2452.867539,6684345.044,0,53,3,11/4/2018,13:34:15,21
-2468.331263,6684396.59,0,54,3,11/4/2018,13:34:30,85
-2478.64045,6684453.291,0,55,3,11/4/2018,13:34:45,36
-2494.104174,6684546.074,0,56,3,11/4/2018,13:35:00,49
-2514.722436,6684613.083,0,57,3,11/4/2018,13:35:15,93
-2535.34081,6684654.32,0,58,3,11/4/2018,13:35:30,15
-2555.959183,6684705.865,0,59,3,11/4/2018,13:35:45,98
-2607.504894,6684778.03,0,60,3,11/4/2018,13:36:00,75
-2638.432455,6684829.575,0,61,3,11/4/2018,13:36:15,90
-2674.514552,6684860.502,0,62,3,11/4/2018,13:36:30,68
-2695.132815,6684901.741,0,63,3,11/4/2018,13:36:45,96
-2736.36945,6684922.358,0,64,3,11/4/2018,13:37:00,87
-2756.987824,6684963.595,0,65,3,11/4/2018,13:37:15,88
-2777.606086,6684999.677,0,66,3,11/4/2018,13:37:30,84
-2798.224459,6685030.604,0,67,3,11/4/2018,13:37:45,11
-2839.461095,6685056.378,0,68,3,11/4/2018,13:38:00,72
-2870.388655,6685097.613,0,69,3,11/4/2018,13:38:15,2
-2891.006917,6685123.387,0,70,3,11/4/2018,13:38:30,56
-2921.934477,6685174.932,0,71,3,11/4/2018,13:38:45,96
-2958.016464,6685226.478,0,72,3,11/4/2018,13:39:00,10
