X,Y,Z,id,PathID,Date,Time,HeartBeat
-4731.192568,6682535.787,0,2,2,11/4/2018,10:41:00,28
-4684.801334,6682566.714,0,3,2,11/4/2018,10:42:00,54
-4643.564681,6682597.642,0,4,2,11/4/2018,10:43:00,31
-4612.637191,6682618.26,0,5,2,11/4/2018,10:44:00,43
-4571.400538,6682654.342,0,6,2,11/4/2018,10:45:00,80
-4519.854722,6682700.733,0,7,2,11/4/2018,10:46:00,27
-4463.154325,6682736.815,0,8,2,11/4/2018,10:47:00,35
-4406.453927,6682762.588,0,9,2,11/4/2018,10:48:00,89
-4360.062692,6682803.825,0,10,2,11/4/2018,10:49:00,99
-4303.362295,6682845.062,0,11,2,11/4/2018,10:50:00,41
-4251.816479,6682891.453,0,12,2,11/4/2018,10:51:00,6
-4210.579826,6682922.38,0,13,2,11/4/2018,10:52:00,57
-4138.415683,6682968.772,0,14,2,11/4/2018,10:53:00,93
-4076.560704,6683010.008,0,15,2,11/4/2018,10:54:00,60
-4030.169469,6683071.863,0,16,2,11/4/2018,10:55:00,53
-3973.469072,6683113.1,0,17,2,11/4/2018,10:56:00,37
-3911.614093,6683144.027,0,18,2,11/4/2018,10:57:00,60
-3844.604532,6683190.419,0,19,2,11/4/2018,10:58:00,2
-3756.976644,6683247.119,0,20,2,11/4/2018,10:59:00,93
-3715.739991,6683314.129,0,21,2,11/4/2018,11:00:00,34
-3628.112104,6683360.52,0,22,2,11/4/2018,11:01:00,81
-3530.175054,6683417.22,0,23,2,11/4/2018,11:02:00,87
-3473.474656,6683468.766,0,24,2,11/4/2018,11:03:00,40
-3396.155932,6683520.312,0,25,2,11/4/2018,11:04:00,77
-3339.455534,6683592.476,0,26,2,11/4/2018,11:05:00,100
-3287.909718,6683623.403,0,27,2,11/4/2018,11:06:00,68
-3210.590994,6683669.795,0,28,2,11/4/2018,11:07:00,22
-3148.736015,6683716.186,0,29,2,11/4/2018,11:08:00,45
-3076.571872,6683752.268,0,30,2,11/4/2018,11:09:00,4
-2988.943985,6683819.278,0,31,2,11/4/2018,11:10:00,86
-2906.470679,6683891.442,0,32,2,11/4/2018,11:11:00,57
-2839.461118,6683948.142,0,33,2,11/4/2018,11:12:00,55
-2777.606139,6683994.533,0,34,2,11/4/2018,11:13:00,41
-2710.596578,6684056.388,0,35,2,11/4/2018,11:14:00,51
-2602.350364,6684123.398,0,36,2,11/4/2018,11:15:00,19
-2525.03164,6684195.562,0,37,2,11/4/2018,11:16:00,75
-2473.485824,6684236.799,0,38,2,11/4/2018,11:17:00,90
-2447.712916,6684355.354,0,39,2,11/4/2018,11:18:00,50
-2452.867498,6684432.673,0,40,2,11/4/2018,11:19:00,45
-2478.640406,6684515.146,0,41,2,11/4/2018,11:20:00,12
-2514.722477,6684582.156,0,42,2,11/4/2018,11:21:00,77
-2540.495385,6684680.093,0,43,2,11/4/2018,11:22:00,76
-2592.041201,6684762.566,0,44,2,11/4/2018,11:23:00,86
-2648.741599,6684845.039,0,45,2,11/4/2018,11:24:00,76
-2741.524068,6684901.74,0,46,2,11/4/2018,11:25:00,70
-2762.142394,6684989.368,0,47,2,11/4/2018,11:26:00,90
-2849.770281,6685082.15,0,48,2,11/4/2018,11:27:00,91
-2901.316097,6685149.16,0,49,2,11/4/2018,11:28:00,42
-2932.243587,6685195.551,0,50,2,11/4/2018,11:29:00,10
